ISSN,Journal Title,OA Model,Currency,Price
0305-0483,Omega,Hybrid,USD,1800
2352-7714,One Health,Open Access,USD,1800
2352-9520,OpenNano,Open Access,USD,2000
2211-6923,Operations Research for Health Care,Hybrid,USD,1800
0167-6377,Operations Research Letters,Hybrid,USD,750
2214-7160,Operations Research Perspectives,Open Access,USD,1100
1048-6666,Operative Techniques in Orthopaedics,Hybrid,USD,2500
1043-1810,Operative Techniques in Otolaryngology - Head and Neck Surgery,Hybrid,USD,2500
1060-1872,Operative Techniques in Sports Medicine,Hybrid,USD,2500
1522-2942,Operative Techniques in Thoracic and Cardiovascular Surgery: A Comparative Atlas,Hybrid,USD,1700
0161-6420,Ophthalmology,Hybrid,USD,3000
1068-5200,Optical Fiber Technology,Hybrid,USD,2200
0925-3467,Optical Materials,Hybrid,USD,2200
1573-4277,Optical Switching and Networking,Hybrid,USD,2400
0143-8166,Optics and Lasers in Engineering,Hybrid,USD,2200
0030-3992,Optics and Laser Technology,Hybrid,USD,2200
0030-4018,Optics Communications,Hybrid,USD,2600
0030-4026,Optik - International Journal for Light and Electron Optics,Hybrid,USD,1800
2214-5419,Oral and Maxillofacial Surgery Cases,Open Access,USD,500
1042-3699,Oral and Maxillofacial Surgery Clinics of North America,Hybrid,USD,3000
1368-8375,Oral Oncology,Hybrid,USD,2600
1348-8643,Oral Science International,Hybrid,USD,3000
2212-4403,"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",Hybrid,USD,2000
0030-4387,Orbis,Hybrid,USD,1100
0169-1368,Ore Geology Reviews,Hybrid,USD,2500
1566-1199,Organic Electronics,Hybrid,USD,2900
0146-6380,Organic Geochemistry,Hybrid,USD,2500
0749-5978,Organizational Behavior and Human Decision Processes,Hybrid,USD,1800
0090-2616,Organizational Dynamics,Hybrid,USD,1800
1344-0241,Orthodontic Waves,Hybrid,USD,3000
1877-1327,Orthopaedics and Trauma,Hybrid,USD,3000
1877-0568,Orthopaedics & Traumatology: Surgery & Research,Hybrid,USD,3000
0030-5898,Orthopedic Clinics of North America,Hybrid,USD,3000
1063-4584,Osteoarthritis and Cartilage,Hybrid,USD,2588
1615-9071,Osteopathische Medizin,Hybrid,USD,1700
2405-5255,Osteoporosis and Sarcopenia,Open Access,USD,0
0030-6665,Otolaryngologic Clinics of North America,Hybrid,USD,3000
0990-1310,Oxymag,Hybrid,USD,3000
0927-538X,Pacific-Basin Finance Journal,Hybrid,USD,1100
1526-0542,Paediatric Respiratory Reviews,Hybrid,USD,3000
1751-7222,Paediatrics and Child Health,Hybrid,USD,3000
1524-9042,Pain Management Nursing,Hybrid,USD,2500
0031-0182,"Palaeogeography, Palaeoclimatology, Palaeoecology",Hybrid,USD,2900
1871-174X,Palaeoworld,Hybrid,USD,3000
1424-3903,Pancreatology,Hybrid,USD,3000
2405-8521,Papillomavirus Research,Open Access,USD,750
0167-8191,Parallel Computing,Hybrid,USD,3100
2405-6731,Parasite Epidemiology and Control,Open Access,USD,1500
1383-5769,Parasitology International,Hybrid,USD,2200
1353-8020,Parkinsonism and Related Disorders,Hybrid,USD,3200
1674-2001,Particuology,Hybrid,USD,3000
0031-3025,Pathology,Hybrid,USD,2500
0344-0338,Pathology - Research and Practice,Hybrid,USD,1800
0928-4680,Pathophysiology,Hybrid,USD,3000
0738-3991,Patient Education and Counseling,Hybrid,USD,3500
0031-3203,Pattern Recognition,Hybrid,USD,3100
0167-8655,Pattern Recognition Letters,Hybrid,USD,2400
0031-3939,Pediatria Polska,Hybrid,USD,3000
0917-2394,Pediatric Dental Journal,Hybrid,USD,3000
0887-8994,Pediatric Neurology,Hybrid,USD,2500
1875-9572,Pediatrics & Neonatology,Open Access,USD,0
0031-4056,Pedobiologia - Journal of Soil Ecology,Hybrid,USD,1500
1002-0160,Pedosphere,Hybrid,USD,3000
1870-5766,Península,Open Access,USD,0
0196-9781,Peptides,Hybrid,USD,3000
0185-2698,Perfiles Educativos,Open Access,USD,0
2211-2669,Performance Enhancement & Health,Hybrid,USD,1800
0166-5316,Performance Evaluation,Hybrid,USD,1500
0187-5337,Perinatología y Reproducción Humana,Open Access,USD,0
2405-6030,Perioperative Care and Operating Room Management,Hybrid,USD,2500
0191-8869,Personality and Individual Differences,Hybrid,USD,2350
2186-4950,Personalized Medicine Universe,Hybrid,USD,3000
1433-8319,"Perspectives in Plant Ecology, Evolution and Systematics",Hybrid,USD,1800
2213-0209,Perspectives in Science,Open Access,USD,0
1574-1192,Pervasive and Mobile Computing,Hybrid,USD,2400
0048-3575,Pesticide Biochemistry and Physiology,Hybrid,USD,3000
1556-8598,PET Clinics,Hybrid,USD,3000
2405-6561,Petroleum,Open Access,USD,0
1876-3804,Petroleum Exploration and Development Online,Hybrid,USD,3000
2096-2495,Petroleum Research,Open Access,USD,0
1734-1140,Pharmacological Reports,Hybrid,USD,3000
1043-6618,Pharmacological Research,Hybrid,USD,3700
0163-7258,Pharmacology and Therapeutics,Hybrid,USD,3700
0091-3057,"Pharmacology, Biochemistry and Behavior",Hybrid,USD,2200
2213-4344,PharmaNutrition,Hybrid,USD,3000
2213-5979,Photoacoustics,Open Access,USD,1500
1572-1000,Photodiagnosis and Photodynamic Therapy,Hybrid,USD,2500
1569-4410,Photonics and Nanostructures - Fundamentals and Applications,Hybrid,USD,2200
0378-4371,Physica A: Statistical Mechanics and its Applications,Hybrid,USD,2800
0921-4526,Physica B: Physics of Condensed Matter,Hybrid,USD,2200
0921-4534,Physica C: Superconductivity and its applications,Hybrid,USD,2200
0167-2789,Physica D: Nonlinear Phenomena,Hybrid,USD,2600
1386-9477,Physica E: Low-dimensional Systems and Nanostructures,Hybrid,USD,2200
1874-4907,Physical Communication,Hybrid,USD,2400
1047-9651,Physical Medicine & Rehabilitation Clinics of North America,Hybrid,USD,3000
1466-853X,Physical Therapy in Sport,Hybrid,USD,3000
1120-1797,Physica Medica,Hybrid,USD,1700
2405-7991,Physician Assistant Clinics,Hybrid,USD,3000
1474-7065,Physics and Chemistry of the Earth,Hybrid,USD,1500
2352-4510,Physics in Medicine,Open Access,USD,1100
0375-9601,Physics Letters A,Hybrid,USD,2200
0370-2693,Physics Letters B,Open Access,USD,0
1571-0645,Physics of Life Reviews,Hybrid,USD,3000
2212-6864,Physics of the Dark Universe,Hybrid,USD,2000
0031-9201,Physics of the Earth and Planetary Interiors,Hybrid,USD,3400
1875-3892,Physics Procedia,Open Access,USD,0
0370-1573,Physics Reports,Hybrid,USD,2200
0885-5765,Physiological and Molecular Plant Pathology,Hybrid,USD,2500
0031-9384,Physiology & Behavior,Hybrid,USD,2750
0031-9406,Physiotherapy,Hybrid,USD,2500
0031-9422,Phytochemistry,Hybrid,USD,3300
1874-3900,Phytochemistry Letters,Hybrid,USD,2600
0944-7113,Phytomedicine,Hybrid,USD,2500
0213-9251,Piel. Formación continuada en dermatología,Hybrid,EUR,1500
0143-4004,Placenta,Hybrid,USD,3400
0032-0633,Planetary and Space Science,Hybrid,USD,3000
2352-4073,Plant Gene,Hybrid,USD,1500
0981-9428,Plant Physiology and Biochemistry,Hybrid,USD,2500
0168-9452,Plant Science,Hybrid,USD,3200
0147-619X,Plasmid,Hybrid,USD,3000
1934-1482,PM&R,Hybrid,USD,3000
0304-422X,Poetics,Hybrid,USD,1800
1873-9652,Polar Science,Hybrid,USD,2500
1230-8013,Polish Annals of Medicine,Hybrid,USD,3000
0962-6298,Political Geography,Hybrid,USD,1200
0277-5387,Polyhedron,Hybrid,USD,2600
0032-3861,Polymer,Hybrid,USD,3400
0141-3910,Polymer Degradation and Stability,Hybrid,USD,3500
0142-9418,Polymer Testing,Hybrid,USD,3300
0925-5214,Postharvest Biology and Technology,Hybrid,USD,3300
0032-5910,Powder Technology,Hybrid,USD,3000
2352-5517,Practical Laboratory Medicine,Open Access,USD,1850
1879-8500,Practical Radiation Oncology,Hybrid,USD,2500
1878-7762,Pratique Neurologique - FMC,Hybrid,USD,3000
1766-7305,Pratiques en nutrition,Hybrid,USD,3000
1269-1763,Pratiques psychologiques,Hybrid,USD,3000
0301-9268,Precambrian Research,Hybrid,USD,3300
0141-6359,Precision Engineering,Hybrid,USD,2500
2210-7789,Pregnancy Hypertension: An International Journal of Women's Cardiovascular Health,Hybrid,USD,3000
0091-7435,Preventive Medicine,Hybrid,USD,2800
2211-3355,Preventive Medicine Reports,Open Access,USD,1600
0167-5877,Preventive Veterinary Medicine,Hybrid,USD,3200
0095-4543,Primary Care: Clinics in Office Practice,Hybrid,USD,3000
1751-9918,Primary Care Diabetes,Hybrid,USD,3150
0266-8920,Probabilistic Engineering Mechanics,Hybrid,USD,2500
0301-7036,Problemas del Desarrollo,Open Access,USD,0
2212-8271,Procedia CIRP,Open Access,USD,0
1877-0509,Procedia Computer Science,Open Access,USD,0
1877-7058,Procedia Engineering,Open Access,USD,0
2210-9838,Procedia IUTAM,Open Access,USD,0
2351-9789,Procedia Manufacturing,Open Access,USD,0
1877-0428,Procedia - Social and Behavioral Sciences,Open Access,USD,0
1540-7489,Proceedings of the Combustion Institute,Hybrid,USD,2000
0016-7878,Proceedings of the Geologists' Association,Hybrid,USD,3300
1359-5113,Process Biochemistry,Hybrid,USD,2200
0957-5820,Process Safety and Environmental Protection,Hybrid,USD,3000
1166-7087,Progrès en Urologie,Hybrid,USD,3000
1761-676X,Progrès en Urologie - FMC,Hybrid,USD,3000
0376-0421,Progress in Aerospace Sciences,Hybrid,USD,3300
0079-6107,Progress in Biophysics and Molecular Biology,Hybrid,USD,3400
0033-0620,Progress in Cardiovascular Diseases,Hybrid,USD,2500
0960-8974,Progress in Crystal Growth and Characterization of Materials,Hybrid,USD,2400
0360-1285,Progress in Energy and Combustion Science,Hybrid,USD,3300
0079-6336,Progress in Histochemistry and Cytochemistry,Hybrid,USD,3000
0163-7827,Progress in Lipid Research,Hybrid,USD,3000
0079-6425,Progress in Materials Science,Hybrid,USD,3300
1002-0071,Progress in Natural Science: Materials International,Open Access,USD,0
0301-0082,Progress in Neurobiology,Hybrid,USD,3800
0278-5846,Progress in Neuropsychopharmacology & Biological Psychiatry,Hybrid,USD,2200
0149-1970,Progress in Nuclear Energy,Hybrid,USD,1900
0079-6565,Progress in Nuclear Magnetic Resonance Spectroscopy,Hybrid,USD,3300
0079-6611,Progress in Oceanography,Hybrid,USD,3900
0300-9440,Progress in Organic Coatings,Hybrid,USD,2500
0146-6410,Progress in Particle and Nuclear Physics,Hybrid,USD,2200
1058-9813,Progress in Pediatric Cardiology,Hybrid,USD,2500
0305-9006,Progress in Planning,Hybrid,USD,1800
0079-6700,Progress in Polymer Science,Hybrid,USD,3300
0079-6727,Progress in Quantum Electronics,Hybrid,USD,2200
1350-9462,Progress in Retinal and Eye Research,Hybrid,USD,3550
0079-6786,Progress in Solid State Chemistry,Hybrid,USD,3000
0079-6816,Progress in Surface Science,Hybrid,USD,2200
2212-540X,Propulsion and Power Research,Open Access,USD,0
1098-8823,Prostaglandins and Other Lipid Mediators,Hybrid,USD,3000
0952-3278,"Prostaglandins, Leukotrienes and Essential Fatty Acids",Hybrid,USD,2500
1046-5928,Protein Expression and Purification,Hybrid,USD,3300
1434-4610,Protist,Hybrid,USD,2500
1135-755X,Psicología Educativa,Open Access,USD,0
1134-5934,Psiquiatria Biologica,Hybrid,EUR,1500
0193-953X,Psychiatric Clinics of North America,Hybrid,USD,3000
0165-1781,Psychiatry Research,Hybrid,USD,3100
0925-4927,Psychiatry Research: Neuroimaging,Hybrid,USD,2550
0033-2984,Psychologie française,Hybrid,USD,3000
1469-0292,Psychology of Sport & Exercise,Hybrid,USD,1800
0306-4530,Psychoneuroendocrinology,Hybrid,USD,3200
1132-0559,Psychosocial Intervention,Open Access,USD,0
0033-3182,Psychosomatics,Hybrid,USD,3000
0033-3506,Public Health,Hybrid,USD,2800
0363-8111,Public Relations Review,Hybrid,USD,1800
1094-5539,Pulmonary Pharmacology & Therapeutics,Hybrid,USD,3000
2531-0437,Pulmonology,Open Access,USD,0
1062-9769,Quarterly Review of Economics and Finance,Hybrid,USD,1800
1871-1014,Quaternary Geochronology,Hybrid,USD,2500
1040-6182,Quaternary International,Hybrid,USD,3300
0277-3791,Quaternary Science Reviews,Hybrid,USD,3000
1350-4487,Radiation Measurements,Hybrid,USD,2200
0969-806X,Radiation Physics and Chemistry,Hybrid,USD,2200
1078-8174,Radiography,Hybrid,USD,2500
0033-8338,Radiologia,Hybrid,USD,3000
2173-5107,Radiología (English Edition),Hybrid,USD,3000
0033-8389,Radiologic Clinics of North America,Hybrid,USD,3000
1930-0433,Radiology Case Reports,Open Access,USD,400
2352-6211,Radiology of Infectious Diseases,Open Access,USD,0
1550-7424,Rangeland Ecology & Management,Hybrid,USD,2500
0190-0528,Rangelands,Hybrid,USD,1500
1875-5372,Rare Metal Materials and Engineering,Hybrid,USD,3000
2352-3093,REACH,Hybrid,USD,2200
1381-5148,Reactive and Functional Polymers,Hybrid,USD,2500
2213-2317,Redox Biology,Open Access,USD,1600
2352-3204,Regenerative Therapy,Open Access,USD,1100
0166-0462,Regional Science and Urban Economics,Hybrid,USD,1800
2352-4855,Regional Studies in Marine Science,Hybrid,USD,1500
0273-2300,Regulatory Toxicology and Pharmacology,Hybrid,USD,2750
0048-7120,Rehabilitación,Hybrid,USD,3000
0951-8320,Reliability Engineering and System Safety,Hybrid,USD,2700
2352-9385,Remote Sensing Applications: Society and Environment,Hybrid,USD,1500
0034-4257,Remote Sensing of Environment,Hybrid,USD,3800
1364-0321,Renewable and Sustainable Energy Reviews,Hybrid,USD,3550
0960-1481,Renewable Energy,Hybrid,USD,3000
1755-0084,Renewable Energy Focus,Hybrid,USD,1400
1507-1367,Reports of Practical Oncology & Radiotherapy,Hybrid,USD,3000
0034-4877,Reports on Mathematical Physics,Hybrid,USD,3000
1413-2087,Reprodução & Climatério,Open Access,USD,0
1642-431X,Reproductive Biology,Hybrid,USD,3000
1472-6483,Reproductive BioMedicine Online,Hybrid,USD,2750
2405-6618,Reproductive Biomedicine & Society Online,Open Access,EUR,1515
0890-6238,Reproductive Toxicology,Hybrid,USD,3400
1052-0457,Research in Accounting Regulation,Hybrid,USD,1100
1750-9467,Research in Autism Spectrum Disorders,Hybrid,USD,2200
0891-4222,Research in Developmental Disabilities,Hybrid,USD,2300
1090-9443,Research in Economics,Hybrid,USD,1200
0275-5319,Research in International Business and Finance,Hybrid,USD,1100
0923-2508,Research in Microbiology,Hybrid,USD,1950
0191-3085,Research in Organizational Behavior,Hybrid,USD,1800
1551-7411,Research in Social and Administrative Pharmacy,Hybrid,USD,2500
0276-5624,Research in Social Stratification and Mobility,Hybrid,USD,1100
2210-5395,Research in Transportation Business & Management,Hybrid,USD,1100
0739-8859,Research in Transportation Economics,Hybrid,USD,1100
0034-5288,Research in Veterinary Science,Hybrid,USD,2500
0048-7333,Research Policy,Hybrid,USD,2400
0928-7655,Resource and Energy Economics,Hybrid,USD,1100
2405-6537,Resource-Efficient Technologies,Open Access,USD,0
0921-3449,"Resources, Conservation & Recycling",Hybrid,USD,3500
0301-4207,Resources Policy,Hybrid,USD,1200
2212-5345,Respiratory Investigation,Hybrid,USD,3000
0954-6111,Respiratory Medicine,Hybrid,USD,3500
2213-0071,Respiratory Medicine Case Reports,Open Access,USD,450
1569-9048,Respiratory Physiology & Neurobiology,Hybrid,USD,3000
2211-3797,Results in Physics,Open Access,USD,850
0300-9572,Resuscitation,Hybrid,USD,3200
1699-258X,Reumatologia Clinica,Hybrid,USD,3000
2173-5743,Reumatología clínica (English Edition),Hybrid,USD,3000
1879-9337,Review of Development Finance,Open Access,USD,0
1094-2025,Review of Economic Dynamics,Hybrid,USD,1100
1058-3300,Review of Financial Economics,Hybrid,USD,1800
0034-6667,Review of Palaeobotany and Palynology,Hybrid,USD,3300
2405-4283,Reviews in Physics,Open Access,USD,1500
2212-0211,Reviews in Vascular Medicine,Hybrid,USD,1700
1888-7546,Revista Andaluza de Medicina del Deporte,Open Access,USD,0
0325-7541,Revista Argentina de Microbiologia,Open Access,USD,0
0048-7619,Revista Argentina de Radiología,Open Access,USD,0
0104-1843,Revista Brasileira de Cardiologia Invasiva,Open Access,USD,0
0085-5626,Revista Brasileira de Entomologia,Open Access,USD,0
0102-695X,Revista Brasileira de Farmacognosia,Open Access,USD,0
0102-3616,Revista Brasileira de Ortopedia,Open Access,USD,0
2255-4971,Revista Brasileira de Ortopedia (English Edition),Open Access,USD,0
0482-5004,Revista Brasileira de Reumatologia,Open Access,USD,0
2255-5021,Revista Brasileira de Reumatologia (English Edition),Open Access,USD,0
2013-5246,Revista Científica de la Sociedad Española de Enfermería Neurológica,Hybrid,USD,3000
0014-2565,Revista clinica espanola,Hybrid,EUR,2000
2254-8874,Revista Clínica Española (English Edition),Hybrid,EUR,2000
0120-3347,Revista Colombiana de Anestesiología,Open Access,USD,0
0123-9015,Revista Colombiana de Cancerología,Hybrid,USD,3000
0120-5633,Revista Colombiana de Cardiología,Open Access,USD,0
0120-8845,Revista Colombiana de Ortopedia y Traumatología,Hybrid,USD,3000
0034-7450,Revista Colombiana de Psiquiatría,Hybrid,USD,3000
0121-8123,Revista Colombiana de Reumatologia,Hybrid,USD,3000
1134-282X,Revista de Calidad Asistencial,Hybrid,USD,3000
1138-4891,Revista de Contabilidad,Open Access,USD,0
0375-0906,Revista de Gastroenterología de México,Open Access,USD,0
2255-534X,Revista de Gastroenterología de México (English Edition),Open Access,USD,0
0185-2760,Revista de la educación superior,Open Access,USD,0
1888-4008,Revista del Laboratorio Clinico,Hybrid,USD,3000
0214-4603,"Revista de Logopedia, Foniatría y Audiología",Hybrid,EUR,1500
1576-5962,Revista de Psicología del Trabajo y de las Organizaciones,Open Access,USD,0
1888-9891,Revista de psiquiatría y salud mental (Barcelona),Hybrid,USD,3000
2173-5050,Revista de psiquiatría y salud mental (English Edition),Hybrid,USD,3000
0214-1582,Revista de Senología y Patología Mamaria,Hybrid,USD,3000
0034-9356,Revista Española de Anestesiología y Reanimación,Hybrid,USD,3000
0300-8932,Revista Española de Cardiología,Hybrid,USD,3000
1885-5857,Revista Española de Cardiología (English Edition),Hybrid,USD,3000
1130-0558,Revista Española de Cirugía Oral y Maxilofacial,Open Access,USD,0
1888-4415,Revista Espanola de Cirugia Ortopedica y Traumatologia,Hybrid,USD,3000
1988-8856,Revista española de cirugía ortopédica y traumatología (English edition),Hybrid,USD,3000
0211-139X,Revista Espanola de Geriatria y Gerontologia,Hybrid,USD,3000
0377-4732,Revista Española de Medicina Legal,Hybrid,USD,3000
2253-654X,Revista Española de Medicina Nuclear e Imagen Molecular,Hybrid,USD,3000
2253-8089,Revista Española de Medicina Nuclear e Imagen Molecular (English Edition),Hybrid,USD,3000
1699-8855,Revista Espanola de Patologia,Hybrid,USD,3000
2386-4591,Revista Fisioterapia Invasiva,Open Access,USD,0
1697-7912,Revista Iberoamericana de Automática e Informática Industrial,Open Access,USD,0
1130-1406,Revista Iberoamericana de Micologia,Hybrid,USD,3000
1887-8369,Revista Internacional de Acupuntura,Hybrid,EUR,1500
1698-031X,Revista Internacional de Andrología,Hybrid,USD,3000
0213-1315,Revista Internacional de Métodos Numéricos para Cálculo y Diseño en Ingeniería,Open Access,USD,0
1870-4670,Revista Latinoamericana de Derecho Social,Open Access,USD,0
0120-0534,Revista Latinoamericana de Psicología,Open Access,USD,0
0716-8640,Revista Médica Clínica Las Condes,Open Access,USD,0
1888-8526,Revista Médica de Homeopatía,Hybrid,EUR,1500
1138-2074,Revista Médica Internacional sobre el Síndrome de Down,Hybrid,USD,3000
1870-3453,Revista Mexicana de Biodiversidad,Open Access,USD,0
0185-1918,Revista Mexicana de Ciencias Políticas y Sociales,Open Access,USD,0
0187-4519,REVISTA MEXICANA DE OFTALMOLOGÍA,Open Access,USD,0
1870-7300,Revista Mexicana de Opinión Pública,Open Access,USD,0
2007-1523,Revista Mexicana de Trastornos Alimentarios,Open Access,USD,0
1870-199X,Revista Odontológica Mexicana,Open Access,USD,0
0870-2551,Revista Portuguesa de Cardiologia,Hybrid,USD,3000
2174-2049,Revista Portuguesa de Cardiologia (English Edition),Hybrid,USD,3000
1877-0517,Revue de Chirurgie Orthopedique et Traumatologique,Hybrid,USD,3000
0035-1598,Revue de micropaléontologie,Hybrid,USD,3000
0398-7620,Revue d'Epidemiologie et de Santé Publique,Hybrid,USD,3000
0761-8417,Revue de Pneumologie clinique,Hybrid,EUR,3000
0761-8425,Revue des Maladies Respiratoires,Hybrid,USD,3000
2213-4670,Revue d'Oncologie Hématologie Pédiatrique,Hybrid,USD,3000
1766-7313,Revue du podologue,Hybrid,USD,3000
1169-8330,Revue du rhumatisme,Hybrid,USD,3000
1878-6227,Revue du Rhumatisme monographies,Hybrid,USD,3000
1162-9088,Revue européenne de psychologie appliquée,Hybrid,USD,3000
1877-0320,Revue Française d'Allergologie,Hybrid,USD,3000
1876-2204,Revue Francophone d'Orthoptie,Hybrid,USD,3000
0035-3787,Revue Neurologique,Hybrid,USD,3000
2214-5672,Revue vétérinaire Clinique,Hybrid,USD,3000
0889-857X,Rheumatic Disease Clinics of North America,Hybrid,USD,3000
2452-2198,Rhizosphere,Hybrid,USD,2000
1672-6308,Rice Science,Open Access,USD,0
0921-8890,Robotics and Autonomous Systems,Hybrid,USD,3300
0736-5845,Robotics and Computer Integrated Manufacturing,Hybrid,USD,3100
1068-7971,Russian Geology and Geophysics,Hybrid,USD,3000
2405-4739,Russian Journal of Economics,Open Access,USD,0
0304-3479,Russian Literature,Hybrid,USD,1100
2093-7911,Safety and Health at Work,Open Access,USD,0
0925-7535,Safety Science,Hybrid,USD,1950
1319-562X,Saudi Journal of Biological Sciences,Open Access,USD,0
1319-4534,Saudi Journal of Ophthalmology,Open Access,USD,0
1319-0164,Saudi Pharmaceutical Journal,Open Access,USD,0
0956-5221,Scandinavian Journal of Management,Hybrid,USD,1800
1877-8860,Scandinavian Journal of Pain,Hybrid,USD,2750
0920-9964,Schizophrenia Research,Hybrid,USD,3100
2215-0013,Schizophrenia Research: Cognition,Open Access,USD,2000
2095-9273,Science Bulletin,Hybrid,USD,2500
0765-1597,Science et Sports,Hybrid,USD,3000
1355-0306,Science & Justice,Hybrid,USD,3000
0167-6423,Science of Computer Programming,Hybrid,USD,1500
0048-9697,Science of the Total Environment,Hybrid,USD,3400
0304-4238,Scientia Horticulturae,Hybrid,USD,2500
1359-6462,Scripta Materialia,Hybrid,USD,3000
0037-0738,Sedimentary Geology,Hybrid,USD,3300
1059-1311,Seizure: European Journal of Epilepsy,Hybrid,USD,2200
0049-0172,Seminars in Arthritis and Rheumatism,Hybrid,USD,3400
1045-4527,Seminars in Arthroplasty,Hybrid,USD,2500
1044-579X,Seminars in Cancer Biology,Hybrid,USD,3200
1084-9521,Seminars in Cell and Developmental Biology,Hybrid,USD,3900
1043-1489,Seminars in Colon and Rectal Surgery,Hybrid,USD,1700
0740-2570,Seminars in Diagnostic Pathology,Hybrid,USD,2500
1744-165X,Seminars in Fetal and Neonatal Medicine,Hybrid,USD,2500
0037-1963,Seminars in Hematology,Hybrid,USD,3000
1044-5323,Seminars in Immunology,Hybrid,USD,3800
0270-9295,Seminars in Nephrology,Hybrid,USD,2500
0001-2998,Seminars in Nuclear Medicine,Hybrid,USD,3000
0093-7754,Seminars in Oncology,Hybrid,USD,3000
0749-2081,Seminars in Oncology Nursing,Hybrid,USD,2500
1073-8746,Seminars in Orthodontics,Hybrid,USD,2500
1071-9091,Seminars in Pediatric Neurology,Hybrid,USD,2500
1055-8586,Seminars in Pediatric Surgery,Hybrid,USD,2500
0146-0005,Seminars in Perinatology,Hybrid,USD,2500
1053-4296,Seminars in Radiation Oncology,Hybrid,USD,2500
0037-198X,Seminars in Roentgenology,Hybrid,USD,2500
1040-7383,Seminars in Spine Surgery,Hybrid,USD,2500
1043-0679,Seminars in Thoracic and Cardiovascular Surgery,Hybrid,USD,1700
1092-9126,Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual,Hybrid,USD,2500
0887-2171,"Seminars in Ultrasound, CT, and MRI",Hybrid,USD,2500
0895-7967,Seminars in Vascular Surgery,Hybrid,USD,1700
2214-1804,Sensing and Bio-Sensing Research,Open Access,USD,1600
0924-4247,Sensors & Actuators: A. Physical,Hybrid,USD,3250
0925-4005,Sensors & Actuators: B. Chemical,Hybrid,USD,3300
1383-5866,Separation and Purification Technology,Hybrid,USD,2500
1158-1360,Sexologies,Hybrid,USD,3000
2050-1161,Sexual Medicine,Open Access,USD,2500
2050-0521,Sexual Medicine Reviews,Hybrid,USD,2500
1877-5756,Sexual & Reproductive Healthcare,Hybrid,USD,2500
2405-8726,"She Ji: The Journal of Design, Economics, and Innovation",Open Access,USD,0
0165-1684,Signal Processing,Hybrid,USD,2400
0923-5965,Signal Processing: Image Communication,Hybrid,USD,2400
1569-190X,Simulation Modelling Practice and Theory,Hybrid,USD,1500
0377-5291,Singapore Dental Journal,Open Access,USD,0
1389-9457,Sleep Medicine,Hybrid,USD,3200
1556-407X,Sleep Medicine Clinics,Hybrid,USD,3000
1087-0792,Sleep Medicine Reviews,Hybrid,USD,3000
0921-4488,Small Ruminant Research,Hybrid,USD,2500
2352-6483,Smart Health,Hybrid,USD,1500
0378-8733,Social Networks,Hybrid,USD,1800
0277-9536,Social Science & Medicine,Hybrid,USD,3400
0049-089X,Social Science Research,Hybrid,USD,1800
0038-0121,Socio-Economic Planning Sciences,Hybrid,USD,1800
2352-7110,SoftwareX,Open Access,USD,500
0038-0717,Soil Biology and Biochemistry,Hybrid,USD,3400
0267-7261,Soil Dynamics and Earthquake Engineering,Hybrid,USD,2500
0038-0806,Soils and Foundations,Open Access,USD,0
0167-1987,Soil & Tillage Research,Hybrid,USD,2500
0038-0814,Soins,Hybrid,USD,3000
1770-9857,Soins Aides-soignantes,Hybrid,USD,3000
1259-4792,Soins Pédiatrie/Puériculture,Hybrid,USD,3000
0241-6972,Soins Psychiatrie,Hybrid,USD,3000
0038-092X,Solar Energy,Hybrid,USD,3300
0927-0248,Solar Energy Materials and Solar Cells,Hybrid,USD,3300
2451-912X,Solid Earth Sciences,Open Access,USD,0
0038-1098,Solid State Communications,Hybrid,USD,2200
0038-1101,Solid State Electronics,Hybrid,USD,2200
0167-2738,Solid State Ionics,Hybrid,USD,2200
0926-2040,Solid State Nuclear Magnetic Resonance,Hybrid,USD,3300
1293-2558,Solid State Sciences,Hybrid,USD,2200
0254-6299,South African Journal of Botany,Hybrid,USD,2750
1026-9185,South African Journal of Chemical Engineering,Open Access,USD,800
0265-9646,Space Policy,Hybrid,USD,2500
1752-9298,Space Research Today,Hybrid,USD,3000
2444-9695,Spanish Journal of Marketing - ESIC,Open Access,USD,0
1877-5845,Spatial and Spatio-temporal Epidemiology,Hybrid,USD,1100
2211-6753,Spatial Statistics,Hybrid,USD,2500
1386-1425,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,Hybrid,USD,3050
0584-8547,Spectrochimica Acta Part B: Atomic Spectroscopy,Hybrid,USD,3300
0167-6393,Speech Communication,Hybrid,USD,2400
2212-134X,Spine Deformity,Hybrid,USD,3000
1441-3523,Sport Management Review,Hybrid,USD,1100
0949-328X,Sports Orthopaedics and Traumatology,Hybrid,USD,1700
2352-8273,SSM - Population Health,Open Access,USD,1250
0167-7152,Statistics and Probability Letters,Hybrid,USD,2000
2213-6711,Stem Cell Reports,Open Access,USD,3500
1873-5061,Stem Cell Research,Open Access,USD,2000
0039-128X,Steroids,Hybrid,USD,3000
0304-4149,Stochastic Processes and their Applications,Hybrid,USD,750
2405-7223,St. Petersburg Polytechnical University Journal: Physics and Mathematics,Open Access,USD,0
0954-349X,Structural Change and Economic Dynamics,Hybrid,USD,1100
0167-4730,Structural Safety,Hybrid,USD,2500
